,,,,,,,,Não aplicável,,,
,41,2,A011,A11,Quantos cômodos estão servindo permanentemente de dormitório para os moradores deste domicílio,,01 a 15,Cômodo(s) servindo de dormitório,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,43,1,A005010,A5a,Qual é a principal forma de abastecimento de água deste domicílio,,1,Rede geral de distribuição,,,
,,,,,,,2,Poço profundo ou artesiano,,,
,,,,,,,3,"Poço raso, freático ou cacimba",,,
,,,,,,,4,Fonte ou nascente,,,
,,,,,,,5,Água da chuva armazenada,,,
,,,,,,,6,Outra,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,44,1,A005012,A5b,Este domicílio está ligado à rede geral de distribuição de água? ,,1,Sim,,,
,,,,,,,2,Não ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,45,1,A00601,A6a, A água utilizada neste domicílio chega,,1, Canalizada em pelo menos um cômodo ,,,
,,,,,,,2, Canalizada no terreno ou propriedade ,,,
,,,,,,,3,Não canalizada ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,46,1,A009010,A9a, A água utilizada para beber neste domicílio é,,1, Filtrada,,,
,,,,,,,2, Fervida,,,
,,,,,,,3, Tratada com hipoclorito de sódio (cloro),,,
,,,,,,,4, Tratada de outra forma no domicílio,,,
,,,,,,,5, Mineral industrializada,,,
,,,,,,,6, Sem tratamento no domicílio,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,47,2,A01401,A14a,"Quantos banheiros (com chuveiro ou banheira e vaso sanitário ou privada) de uso exclusivo dos moradores existem neste domicílio, inclusive os localizados no terreno ou propriedade",,01 a 15,Banheiro(s) ou sanitário(s),,,
,,,,,,,0,Nenhum,,,
,,,,,,,99 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,49,2,A01402,A14b,"Quantos banheiros (com chuveiro ou banheira e vaso sanitário ou privada) de uso comum a mais de um domicilio, existem neste terreno ou propriedade",,01 a 15,Banheiro(s) ou sanitário(s),,,
,,,,,,,00,Nenhum,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,51,1,A01403,A14c,"Utiliza sanitário ou buraco para dejeções, inclusive os localizados no terreno ou na propriedade (cercado por paredes de qualquer material",,1,Sim,,,
,,,,,,,2,Não ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,52,1,A01501,A15a,Para onde vai o esgoto do banheiro? Ou Para onde vai o esgoto do sanitário ou do buraco para dejeções?,,1,Rede geral de esgoto ou pluvial,,,
,,,,,,,2,Fossa séptica ligada à rede,,,
,,,,,,,3,Fossa séptica não ligada à rede,,,
,,,,,,,4,Fossa rudimentar,,,
,,,,,,,5, Vala,,,
,,,,,,,6," Rio, lago, córrego ou mar",,,
,,,,,,,7,Outra,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,53,1,A016010,A16a,Qual o (principal) destino dado ao lixo,,1, Coletado diretamente por serviço de limpeza (independente da frequência de dias de coleta),,,
,,,,,,,2, Coletado em caçamba de serviço de limpeza,,,
,,,,,,,3, Queimado (na propriedade),,,
,,,,,,,4,Enterrado (na propriedade),,,
,,,,,,,5, Jogado em terreno baldio ou logradouro,,,
,,,,,,,6,Outro,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,54,1,A018011,A18a,Neste domicílio existe televisão em cores ,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,55,2,A018012,A18a,Quantos?,,01 a 98,Televisão em cores,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,57,1,A018013,A18a,Neste domicílio existe geladeira ,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,58,2,A018014,A18a,Quantos?,,01 a 98,Geladeira,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,60,1,A018015,A18a,Neste domicílio existe máquina de lavar roupa ,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,61,2,A018016,A18a,Quantos?,,01 a 98,máquina de lavar roupa ,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,63,1,A018017,A18a,Neste domicílio existe telefone fixo convencional,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,64,2,A018018,A18a,Quantos?,,01 a 98,Telefone fixo,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,66,1,A018019,A18a,Neste domicílio existe telefone móvel celular ,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,67,2,A018020,A18a,Quantos?,,01 a 98,Telefone celular,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,69,1,A018021,A18a,Neste domicílio existe forno micro-ondas,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,70,2,A018022,A18a,Quantos?,,01 a 98,Forno micro-ondas,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,72,1,A018023,A18a,"Neste domicílio existe computador (considere inclusive os portáteis, tais como: laptop, notebook ou netbook)?  ",,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,73,2,A018024,A18a,Quantos?,,01 a 98,"Computador (computadores de mesa, laptops, notebooks)",,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,75,1,A018025,A18a,Neste domicílio existe motocicleta,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,76,2,A018026,A18a,Quantos?,,01 a 98,Motocicletas,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,78,1,A018027,A18a,Neste domicílio existe automóvel,,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,79,2,A018028,A18a,Quantos?,,01 a 98,Automóvel,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,81,1,A01901,A19a,"Algum morador tem acesso à Internet no domicílio por meio de computador, tablet, telefone móvel celular, televisão ou outro equipamento?",,1,Sim ,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,82,1,A02101,A21a,"No seu domicílio, há trabalhador (as) doméstico(as) que trabalham em seu domicílio três vezes ou mais por semana (empregada doméstica, babá, cuidador etc.)",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,,Não aplicável,,,
,83,2,A02102,A21a,Quantos?,,01 a 98,Trabalhadores domésticos,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,85,1,A02201,A22a," Em seu domicílio, há algum animal de estimação",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,86,2,A02305,A23a,Quantos destes animais são gatos,,00 a 98,Gatos,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,88,2,A02306,A23a,Quantos destes animais são cachorros,,00 a 98,Cachorros,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,90,2,A02307,A23a,Quantos destes animais são aves,,00 a 98,Aves,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,92,2,A02308,A23a,Quantos destes animais são peixes,,00 a 98,Peixes,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,94,2,A02401,A24a,"Nos últimos 12 meses, quantos gatos foram vacinados contra raiva?",,00 a 98,Gatos vacinados,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,96,2,A02402,A24b,"Nos últimos 12 meses , quantos cachorros foram vacinados contra raiva?",,00 a 98,Cachorros vacinados,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
Módulo B - Visitas domiciliares de Equipe de Saúde da Família e Agentes de Endemias ,,,,,,,,,,,
,98,1,B001,B1,O seu domicílio está cadastrado na unidade de saúde da família ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,3,Não sabe,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,99,1,B002,B2,. Quando o seu domicílio foi cadastrado,,1,Há menos de 2 meses,,,
,,,,,,,2,De 2 a menos de 6 meses,,,
,,,,,,,3,De 6 meses a menos de um ano,,,
,,,,,,,4,Há um ano ou mais,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,100,1,B003,B3,"Nos últimos doze meses, com que frequência o seu domicílio recebeu uma visita de algum Agente Comunitário ou algum membro da Equipe de Saúde da Família? ",,1,Mensalmente,,,
,,,,,,,2,A cada 2 meses,,,
,,,,,,,3,De 2 a 4 vezes ,,,
,,,,,,,4,Uma vez ,,,
,,,,,,,5,Nunca recebeu,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,101,1,B004,B4,"Nos últimos doze meses, com que frequência o seu domicílio recebeu uma visita de algum agente de endemias (como a dengue, por exemplo)",,1,Mensalmente,,,
,,,,,,,2,A cada 2 meses,,,
,,,,,,,3,De 2 a 4 vezes ,,,
,,,,,,,4,Uma vez,,,
,,,,,,,5,Nunca recebeu,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
Parte 3 - Questionário do Morador,,,,,,,,,,,
Módulo C - Características gerais dos moradores ,,,,,,,,,,,
,102,2,C001,C1,Número de pessoas no domicílio,,01 a 30,,,,
,,,,,,,,Não aplicável,,,
,104,2,C00301,C2,Número de ordem do morador,,01 a 30,,,,
,,,,,,,,Não aplicável,,,
,106,2,C004,C4,Condição no domicílio,,01,Pessoa responsável pelo domicílio ,,,
,,,,,,,02,Cônjuge ou companheiro(a) de sexo diferente,,,
,,,,,,,03,Cônjuge ou companheiro(a) do mesmo sexo,,,
,,,,,,,04,Filho(a) do responsável e do cônjuge ,,,
,,,,,,,05,Filho(a) somente do responsável,,,
,,,,,,,06,Filho(a) somente do cônjuge,,,
,,,,,,,07,Genro ou nora,,,
,,,,,,,08,"Pai, mãe, padrasto ou madrasta",,,
,,,,,,,09,Sogro(a),,,
,,,,,,,10,Neto(a),,,
,,,,,,,11,Bisneto(a) ,,,
,,,,,,,12,Irmão ou irmã,,,
,,,,,,,13,Avô ou avó,,,
,,,,,,,14,Outro parente,,,
,,,,,,,15,Agregado(a) - Não parente que não compartilha despesas,,,
,,,,,,,16,Convivente - Não parente que compartilha despesas,,,
,,,,,,,17,Pensionista,,,
,,,,,,,18,Empregado(a) doméstico(a),,,
,,,,,,,19,Parente do(a) empregado(a) doméstico(a),,,
,,,,,,,,Não aplicável,,,
,108,1,C006,C6,Sexo,category,1,Homem,TRUE,TRUE,TRUE
,,,,,,,2,Mulher,TRUE,TRUE,TRUE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,109,2,C00701,C7,Dia de nascimento,,01 a 31,Dia de nascimento ,,,
,,,,,,,99,Não informado,,,
,,,,,,,,Não aplicável,,,
,111,2,C00702,C7,Mês de nascimento,,01 a 12,Mês,,,
,,,,,,,99,Não informado,,,
,,,,,,,,Não aplicável,,,
,113,4,C00703,C7,Ano de nascimento,Int16,ano atual - 130 a ano atual,Ano,TRUE,TRUE,TRUE
,,,,,,,9999,Não informado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,117,3,C008,C8,Idade do morador na data de referência,Int16,000 a 130,Idade (em anos),TRUE,TRUE,TRUE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,120,1,C009,C9,Cor ou raça,category,1,Branca,TRUE,TRUE,TRUE
,,,,,,,2,Preta,TRUE,TRUE,TRUE
,,,,,,,3,Amarela,TRUE,TRUE,TRUE
,,,,,,,4,Parda ,TRUE,TRUE,TRUE
,,,,,,,5,Indígena,TRUE,TRUE,TRUE
,,,,,,,9,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,121,1,C01001,C10a,Cônjuge ou companheiro(a) mora em nesse domicílio.,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,122,2,C010010,C10a,Número de ordem do cônjuge ou companheiro(a),,01,morador 1,,,
,,,,,,,02,morador 2,,,
,,,,,,,,...,,,
,,,,,,,30,morador 30,,,
,,,,,,,,Não aplicável,,,
,124,1,C013,C13,Cônjuge ou companheiro(a) mora em outro domicílio.,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,125,1,C014,C14,Qual é a natureza dessa união? ,,1,Casamento civil,,,
,,,,,,,2,União estável (convivência),,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
,126,1,C015,C15,Esta união é registrada em cartório? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
,127,1,C016,C16,Foi realizada cerimônia religiosa para esta união? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
,128,1,C017,C17,___já viveu com cônjuge ou companheiro (a) antes? ,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,129,1,C018,C18,Que idade ___tinha quando começou a viver com seu(sua) primeiro(a)/único(a) marido (mulher) ou companheiro(a)?  ,category,1,Idade,TRUE,TRUE,TRUE
,,,,,,,2,Não sabe/não lembra,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,130,3,C01801,C18,Que idade ___tinha quando começou a viver com seu(sua) primeiro(a)/único(a) marido (mulher) ou companheiro(a)?   ,Int16,000 a 130,Idade (em anos),TRUE,TRUE,TRUE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,133,1,C011,C11,Qual é o estado civil de ___? ,category,1,Casado(a),TRUE,TRUE,TRUE
,,,,,,,2,Divorciado(a) ou desquitado(a) ou separado(a) judicialmente,TRUE,TRUE,TRUE
,,,,,,,3,Viúvo(a),TRUE,TRUE,TRUE
,,,,,,,4,Solteiro(a),TRUE,TRUE,TRUE
,,,,,,,9,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,134,1,C012,C12,Informante do Módulo C,,1,A própria pessoa,,,
,,,,,,,2,Outro morador,,,
,,,,,,,3,Pessoa não moradora,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
Módulo D - Características de educação dos moradores,,,,,,,,,,,
,135,1,D001,D1,Sabe ler e escrever,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,136,1,D00201,D2a,Frequenta escola ou creche,,1,Sim,,,
,,,,,,,2,Não  ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,137,1,D00202,D2b,A escola que frequenta é da,,1,Rede privada                         ,,,
,,,,,,,2,Rede pública,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,138,2,D00301,D3a,Qual é o curso que frequenta,,01,Creche,,,
,,,,,,,02,Pré-escola ,,,
,,,,,,,03,Alfabetização de jovens e adultos,,,
,,,,,,,04,Regular do ensino fundamental,,,
,,,,,,,05,Educação de jovens e adultos (EJA) do ensino fundamental,,,
,,,,,,,06,Regular do ensino médio,,,
,,,,,,,07,Educação de jovens e adultos (EJA) do ensino médio,,,
,,,,,,,08,Superior - graduação,,,
,,,,,,,09,Especialização de nível superior (duração mínima de 360 horas),,,
,,,,,,,10,Mestrado,,,
,,,,,,,11,Doutorado,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,140,1,D00501,D5a, Esse curso que ___ frequenta é dividido em,,1,Períodos semestrais,,,
,,,,,,,2,Anos,,,
,,,,,,,3,Outra forma,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,141,2,D006,D6,Qual é o ano/semestre/série que ___frequenta?,,1,Primeira(o),,,
,,,,,,,2,Segunda(o) ,,,
,,,,,,,3,Terceira(o) ,,,
,,,,,,,4,Quarta(o),,,
,,,,,,,5,Quinta(o),,,
,,,,,,,6,Sexta(o),,,
,,,,,,,7,Sétima(o),,,
,,,,,,,8,Oitava(o),,,
,,,,,,,9,Nona(o),,,
,,,,,,,10,Décimo,,,
,,,,,,,11,Décimo primeiro,,,
,,,,,,,12,Décimo segundo,,,
,,,,,,,13,Curso não classificado em séries ou anos,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,143,1,D00601 ,D6a,Qual é a etapa do ensino fundamental que ___ frequenta,,1,Anos iniciais (primeiro segmento) ,,,
,,,,,,,2,Anos finais (segundo segmento) ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,144,1,D007,D7, ___já concluiu algum outro curso superior de graduação,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,145,1,D008,D8,Anteriormente ___frequentou escola ou creche,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,146,2,D00901,D9a,Qual foi o curso mais elevado que ___frequentou ,category,01,Creche,TRUE,TRUE,TRUE
,,,,,,,02,Pré-escola ,TRUE,TRUE,TRUE
,,,,,,,03,Classe de alfabetização – CA ,TRUE,TRUE,TRUE
,,,,,,,04,Alfabetização de jovens e adultos,TRUE,TRUE,TRUE
,,,,,,,05,Antigo primário (elementar),TRUE,TRUE,TRUE
,,,,,,,06,Antigo ginasial (médio 1º ciclo),TRUE,TRUE,TRUE
,,,,,,,07,Regular do ensino fundamental ou do 1º grau ,TRUE,TRUE,TRUE
,,,,,,,08,Educação de jovens e adultos (EJA) ou supletivo do ensino fundamental,TRUE,TRUE,TRUE
,,,,,,,09,"Antigo científico, clássico etc. (médio 2º ciclo)",TRUE,TRUE,TRUE
,,,,,,,10,Regular do ensino médio ou do 2º grau,TRUE,TRUE,TRUE
,,,,,,,11,Educação de jovens e adultos (EJA) ou supletivo do ensino médio,TRUE,TRUE,TRUE
,,,,,,,12,Superior – graduação,TRUE,TRUE,TRUE
,,,,,,,13,Especialização de nível superior (duração mínima de 360 horas),TRUE,TRUE,TRUE
,,,,,,,14,Mestrado,TRUE,TRUE,TRUE
,,,,,,,15,Doutorado,TRUE,TRUE,TRUE
,,,,,,,99,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,148,1,D010,D10,A duração deste curso que ___frequentou anteriormente era de,,1,8 anos                            ,,,
,,,,,,,2,9 anos,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,149,1,D01101,D11a,Este curso que ___ frequentou anteriormente era dividido em,,1,Períodos semestrais,,,
,,,,,,,2,Anos,,,
,,,,,,,3,Outra forma,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,150,1,D01201,D12a,"concluiu, com aprovação, pelo menos o primeiro ano/semestre/série deste curso que frequentou ",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,3,Curso não classificado em séries ou anos,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,151,2,D01301,D13a,"Qual foi o último ano/semestre/série que ___ concluiu, com aprovação, neste curso que frequentou ",,1,Primeira(o),,,
,,,,,,,2,Segunda(o),,,
,,,,,,,3,Terceira(o) ,,,
,,,,,,,4,Quarta(o),,,
,,,,,,,5,Quinta(o),,,
,,,,,,,6,Sexta(o),,,
,,,,,,,7,Sétima(o),,,
,,,,,,,8,Oitava(o),,,
,,,,,,,9,Nona(o),,,
,,,,,,,10,Décimo,,,
,,,,,,,11,Décimo primeiro,,,
,,,,,,,12,Décimo segundo,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,153,1,D01302,D13b,Qual foi a etapa de ensino fundamental que ___frequentou,,1,Anos iniciais (primeiro segmento) ,,,
,,,,,,,2,Anos finais (segundo segmento) ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,154,1,D01303,D13c,___concluiu os anos iniciais deste curso que frequentou ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,155,1,D014,D14,___concluiu este curso que frequentou ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,156,2,D015,D15,Informante do Módulo D,,1,A própria pessoa,,,
,,,,,,,2,Outro morador   ,,,
,,,,,,,3,Não morador,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
Módulo E - Características de trabalho das pessoas de 14 anos ou mais de idade,,,,,,,,,,,
,158,1,E001,E1,"Na semana de___ a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
,159,1,E002,E2,"Na semana de ___a___ (semana de referência), ___ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, alimentação, treinamento ou aprendizado etc",,1,Sim,,,
